0:0:0:0:0:0:0:1 - - [16/Oct/2025:21:54:28 +0900] "GET /Weapt2025/selectList/sojang/soj05070_grid2?OFFICE_CODE=10005 HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [16/Oct/2025:21:56:17 +0900] "GET /Weapt2025/selectList/sojang/soj05070_grid2?OFFICE_CODE=10003 HTTP/1.1" 404 1038
127.0.0.1 - - [16/Oct/2025:22:17:16 +0900] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /Weapt2025/ HTTP/1.1" 200 38687
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /resources/images/index01.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /resources/images/index02.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /Weapt2025/resources/js/we_crud_script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /Weapt2025/resources/css/we_style_pop.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /Weapt2025/resources/css/we_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /resources/images/index03.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /resources/images/index04.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /resources/images/index05.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /Weapt2025/resources/js/we_script.js HTTP/1.1" 200 6968
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /Weapt2025/resources/js/we_grid_script.js HTTP/1.1" 200 12342
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /resources/images/index06.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /resources/images/index07.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /resources/images/index08.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /resources/images/index09.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:22 +0900] "GET /resources/images/index10.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:23 +0900] "GET /Weapt2025/captcha?action=refresh HTTP/1.1" 200 5225
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:23 +0900] "GET /Weapt2025/captcha?action=image&t=1760620642762 HTTP/1.1" 200 4585
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:53 +0900] "POST /Weapt2025/login HTTP/1.1" 200 48991
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:53 +0900] "GET /Weapt2025/resources/grid/AUIGrid/AUIGrid_style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:53 +0900] "GET /resources/grid/test/data/normal_100.json HTTP/1.1" 404 1130
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:56 +0900] "GET /Weapt2025/goMenu?pg=sojang/soj01010 HTTP/1.1" 200 51496
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:56 +0900] "GET /Weapt2025/goMenu?pg=sojang/soj01010 HTTP/1.1" 200 8204
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:58 +0900] "GET /Weapt2025/goMenu?pg=sojang/soj05070 HTTP/1.1" 200 80949
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/checkCrudPermission/soj05070 HTTP/1.1" 404 1038
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/getCode/142 HTTP/1.1" 200 457
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/getSelectOption/sojang/soj05070_input_compCode? HTTP/1.1" 200 1468
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/getCode/129 HTTP/1.1" 200 1211
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/getCode/102 HTTP/1.1" 200 1635
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/getCode/104 HTTP/1.1" 200 1587
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/getCode/103 HTTP/1.1" 200 1181
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/getCode/129 HTTP/1.1" 200 1211
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/getCode/104 HTTP/1.1" 200 1587
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/getCode/129 HTTP/1.1" 200 1211
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:17:59 +0900] "GET /Weapt2025/selectList/sojang/soj05070_grid1?STATUS=&CONT_KIND_CD=&END_DATE1=&END_DATE2= HTTP/1.1" 200 474861
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:18:10 +0900] "GET /Weapt2025/getSelectOption/sojang/soj05070_input_mgmuserId?COMP_CODE=1009 HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:18:10 +0900] "GET /Weapt2025/selectList/sojang/soj05070_grid2?OFFICE_CODE=30003 HTTP/1.1" 200 209
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:18:37 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1130
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:18:42 +0900] "POST /Weapt2025/saveList/sojang/soj05070_grid1 HTTP/1.1" 404 1038
127.0.0.1 - - [16/Oct/2025:22:31:09 +0900] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /Weapt2025/ HTTP/1.1" 200 38687
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /resources/images/index02.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /resources/images/index01.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /resources/images/index04.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /resources/images/index03.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /resources/images/index06.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /resources/images/index05.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /resources/images/index08.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /resources/images/index09.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /resources/images/index07.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /resources/images/index10.png HTTP/1.1" 404 1110
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:14 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1130
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:15 +0900] "GET /Weapt2025/captcha?action=refresh HTTP/1.1" 200 5301
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:15 +0900] "GET /Weapt2025/captcha?action=image&t=1760621475009 HTTP/1.1" 200 5190
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:27 +0900] "POST /Weapt2025/login HTTP/1.1" 200 48991
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:27 +0900] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 404 1130
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:27 +0900] "GET /resources/grid/test/data/normal_100.json HTTP/1.1" 404 1130
0:0:0:0:0:0:0:1 - - [16/Oct/2025:22:31:32 +0900] "GET /Weapt2025/goMenu?pg=sojang/soj01010 HTTP/1.1" 200 51496
